Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk
P0906,Highway Expansion,Road,Low,3078007,83,36,40,1.18,0.91,310,Feasible,1,,,9287.45,805871.17,112,60.91,457162.22,51,45.35,832237.35,66,31.45,337792.06,41,23.28,644944.2,39,19.01
P0907,Urban Flyover,Building,Medium,2307506,57,69,22,8.33,0.7,259,Feasible,2,,,835.54,161257.43,14,58.4,296562.08,37,100.0,648853.89,52,55.26,641428.83,74,81.56,559403.77,81,39.02
P0908,Industrial Complex,Power Plant,High,2971206,62,57,29,7.06,0.99,222,Feasible,3,,,472.58,247253.33,27,45.23,440795.2,38,60.86,564212.29,45,35.45,1396518.09,76,77.51,322427.09,35,65.95
P0909,Highway Expansion,Bridge,High,3901614,91,61,46,5.77,0.89,350,Feasible,3,,,847.19,334709.76,29,50.07,733633.96,88,100.0,1704588.64,135,91.4,611649.74,39,34.7,517031.9,58,23.94
P0910,Urban Flyover,Bridge,High,3966422,57,44,31,8.9,0.98,546,Not Feasible,3,,,819.77,311875.08,53,32.71,895641.25,128,77.65,1635354.34,204,65.96,514618.06,83,26.96,608933.27,78,16.72
P0911,Smart Solar Grid,Building,High,4708654,79,99,26,7.0,0.76,459,Not Feasible,3,,,1533.32,362287.2,41,91.95,550264.69,57,100.0,1240520.11,106,77.6,1515391.16,123,100.0,1040190.84,131,49.74
P0912,Dam Reinforcement,Building,Medium,6047803,81,94,36,2.02,0.74,532,Feasible,2,,,2516.78,429126.4,45,78.64,800846.79,66,100.0,1602654.17,105,67.71,1719701.46,149,100.0,1495474.18,166,63.51
P0913,Highway Expansion,Water Infra,Medium,1118033,85,33,84,4.3,0.88,168,Feasible,2,,,580.97,125383.48,26,39.64,171581.0,41,42.7,456697.69,52,20.3,257317.31,26,28.88,107053.52,22,33.49
P0914,Dam Reinforcement,Road,High,1630265,96,40,83,4.94,0.94,506,Not Feasible,3,,,3737.58,371962.47,180,72.4,242836.57,95,47.75,459050.37,106,36.21,222442.62,54,21.61,333972.98,70,22.03
P0915,Industrial Complex,Road,Medium,3710309,79,55,45,0.55,0.98,231,Feasible,2,,,6526.04,996421.11,72,92.56,525493.46,45,68.18,1001981.98,58,53.43,396961.49,23,29.83,789450.96,33,31.0
P0916,Smart Solar Grid,Road,High,6872354,50,90,34,9.55,0.66,572,Feasible,3,,,10617.05,1775310.0,208,100.0,1064182.4,99,100.0,1709738.56,124,78.99,744524.79,77,56.73,1578598.23,65,47.31
P0917,Highway Expansion,Building,High,3918258,92,66,52,1.29,0.9,435,Feasible,3,,,1260.83,237900.67,31,53.54,591971.2,62,100.0,876367.4,102,44.89,1226944.17,108,83.52,985074.55,132,38.72
P0918,Dam Reinforcement,Water Infra,Low,2215502,88,52,81,6.97,0.61,441,Feasible,1,,,854.5,315734.31,70,57.33,469190.91,100,70.67,864749.08,141,34.18,436972.92,68,46.24,128854.79,61,51.57
P0919,Dam Reinforcement,Power Plant,Low,6813439,66,69,66,5.06,0.77,206,Borderline,1,,,1080.0,557797.97,23,55.98,836680.58,35,73.72,1019076.1,40,40.43,3674030.81,75,92.35,725853.54,33,82.53
P0920,Urban Flyover,Building,Medium,5626038,69,52,54,0.26,0.59,501,Not Feasible,2,,,1962.76,315921.69,46,50.57,801181.71,76,84.57,1736974.34,89,31.44,1551661.8,129,62.43,1220298.46,162,30.98
P0921,Dam Reinforcement,Water Infra,Low,2421796,73,45,84,9.25,0.67,593,Feasible,1,,,1286.36,360785.75,94,54.79,394658.77,118,61.15,898413.95,189,29.45,531873.86,115,34.72,236063.67,76,44.89
P0922,Industrial Complex,Building,Low,3762779,99,90,91,8.52,0.97,401,Not Feasible,1,,,1227.29,270287.07,25,81.48,492393.23,47,100.0,1093669.89,77,68.36,1075693.55,102,100.0,830735.27,149,44.38
P0923,Dam Reinforcement,Power Plant,Medium,3319049,71,97,95,5.24,0.57,446,Feasible,2,,,499.73,247762.1,63,82.97,353725.76,84,100.0,511188.21,69,66.52,1878492.46,156,100.0,327880.47,75,100.0
P0924,Industrial Complex,Power Plant,Low,4720464,78,60,44,2.29,0.82,371,Feasible,1,,,672.08,324174.55,46,46.12,669547.38,59,67.55,735598.9,65,37.8,2494181.44,157,75.57,496961.73,44,72.96
P0925,Industrial Complex,Water Infra,Medium,3192614,71,82,76,1.22,0.8,193,Feasible,2,,,1666.41,450191.28,30,94.49,568627.42,46,100.0,1382173.86,55,50.25,523204.83,34,76.83,268416.61,28,80.12
P0926,Urban Flyover,Bridge,Low,6642325,93,54,51,3.63,0.56,572,Not Feasible,1,,,1424.27,481246.1,37,37.79,1484143.48,148,89.03,3216615.59,224,82.02,736893.4,86,35.85,723426.43,78,25.31
P0927,Smart Solar Grid,Power Plant,Low,6692889,58,73,82,2.55,0.66,166,Feasible,1,,,871.89,531033.43,19,58.08,935513.01,26,82.98,1068556.9,27,44.11,3349286.7,65,92.78,808498.95,29,87.06
P0928,Industrial Complex,Power Plant,Low,1770173,86,41,31,5.07,0.78,195,Feasible,1,,,215.91,102212.97,24,31.87,213199.17,29,45.87,318713.31,32,26.43,941398.56,77,57.48,194648.99,34,43.35
P0929,Dam Reinforcement,Power Plant,Medium,3669355,59,38,82,9.66,0.59,215,Feasible,2,,,459.75,249139.86,27,30.07,510069.55,32,40.33,648529.99,38,27.29,1767189.67,82,50.15,494425.92,35,42.16
P0930,Dam Reinforcement,Power Plant,Low,4412504,85,41,96,5.75,0.9,545,Not Feasible,1,,,724.2,394561.25,79,30.14,527906.88,91,43.96,781454.79,105,29.19,2251763.66,205,55.88,456817.42,65,45.83
P0931,Industrial Complex,Bridge,High,5853260,86,98,20,8.9,0.99,150,Not Feasible,3,,,1252.97,410702.13,9,70.95,1274536.36,49,100.0,2739562.91,56,100.0,701236.79,17,66.81,727221.81,19,41.87
P0932,Dam Reinforcement,Road,Low,6642264,77,83,70,6.51,0.61,141,Feasible,1,,,15040.12,1455343.4,51,100.0,999318.77,25,100.0,1857911.67,32,68.74,909490.62,16,41.43,1420199.53,16,40.47
P0933,Highway Expansion,Road,Medium,6875267,77,83,89,4.75,0.59,136,Not Feasible,2,,,13038.79,1715877.96,48,100.0,1278852.69,27,100.0,1841275.02,28,69.38,656683.59,16,45.42,1382577.75,17,36.93
P0934,Urban Flyover,Power Plant,Low,1467010,91,57,27,8.55,0.73,331,Borderline,1,,,222.43,71067.65,39,43.41,202282.99,61,62.86,268076.78,73,36.67,781880.62,120,71.41,143701.96,38,70.65
P0935,Dam Reinforcement,Bridge,Low,2655016,92,85,87,4.71,0.87,267,Borderline,1,,,444.04,199275.5,27,62.34,660320.22,73,100.0,1051704.38,101,100.0,303887.62,35,52.91,439828.27,30,27.23
P0936,Urban Flyover,Building,High,2697900,70,98,24,8.69,0.64,354,Feasible,3,,,940.0,189251.29,27,91.68,337039.93,53,100.0,720937.49,93,77.94,933192.68,83,100.0,517478.61,97,52.48
P0937,Industrial Complex,Bridge,High,5580497,73,87,58,2.92,0.51,511,Feasible,3,,,958.9,487878.03,51,63.28,1359125.88,128,100.0,2423924.66,189,100.0,639221.87,79,65.43,670346.55,63,29.63
P0938,Industrial Complex,Water Infra,Low,5221038,91,71,42,1.29,0.77,473,Feasible,1,,,2360.12,599686.89,85,80.43,867788.02,109,95.21,2233962.5,137,47.89,1118977.24,78,66.78,400623.35,64,64.68
P0939,Industrial Complex,Building,Medium,1923875,89,67,87,8.55,0.98,424,Feasible,2,,,755.29,109584.65,35,54.99,289630.46,54,100.0,457188.44,100,47.46,637601.3,103,80.58,429870.14,132,37.12
P0940,Urban Flyover,Road,Medium,3123221,51,97,71,5.87,0.7,206,Not Feasible,2,,,6941.77,764121.59,68,100.0,583281.89,38,100.0,784819.23,45,82.8,338993.32,27,52.88,652004.96,28,53.12
P0941,Dam Reinforcement,Road,High,4880993,57,82,23,8.89,0.71,157,Feasible,3,,,8211.29,1316955.14,55,100.0,772248.73,26,100.0,1193623.15,38,74.56,583953.42,16,47.93,1014212.55,22,37.8
P0942,Highway Expansion,Bridge,High,5731502,97,62,66,9.38,0.98,172,Feasible,3,,,1003.24,424999.33,12,42.68,1086401.19,52,100.0,2507862.35,55,95.72,817563.53,26,44.55,894675.6,27,25.18
P0943,Urban Flyover,Road,Low,6578503,76,85,40,0.54,0.85,147,Feasible,1,,,11155.03,1670754.96,51,100.0,1045825.52,27,100.0,1519525.39,33,69.03,875300.8,17,53.4,1467096.34,19,47.95
P0944,Highway Expansion,Bridge,Medium,3568103,71,80,75,5.01,0.86,196,Feasible,2,,,766.16,237007.17,13,60.26,871461.85,51,100.0,1497454.7,75,100.0,451006.97,30,57.35,511172.32,26,29.97
P0945,Dam Reinforcement,Bridge,Medium,1081264,86,72,85,3.75,0.78,532,Feasible,2,,,206.48,70382.66,56,50.97,203428.65,134,100.0,450405.54,204,100.0,183478.95,67,42.36,173568.2,71,31.82
P0946,Dam Reinforcement,Bridge,Medium,1023275,76,44,78,6.26,0.99,319,Borderline,2,,,196.16,56066.18,31,31.66,244049.26,73,79.38,448209.76,120,64.25,128066.36,46,28.44,146883.45,49,16.27
P0947,Urban Flyover,Bridge,Medium,3693714,78,67,26,7.94,0.84,514,Feasible,2,,,623.67,259451.86,52,50.66,910503.23,123,100.0,1666528.4,199,99.81,469481.11,73,42.96,387749.41,68,22.33
P0948,Smart Solar Grid,Bridge,High,3460072,52,44,68,2.81,0.95,550,Borderline,3,,,592.06,234945.96,37,33.87,845229.22,168,73.19,1400008.56,192,67.6,489368.88,78,31.75,490519.38,76,13.58
P0949,Highway Expansion,Water Infra,High,6196467,93,34,35,5.57,0.85,292,Feasible,3,,,2540.22,756779.69,54,39.19,1011930.47,64,44.16,2527350.62,95,20.75,1395030.58,44,30.73,505375.64,34,35.17
P0950,Industrial Complex,Water Infra,Low,6952793,62,83,36,7.09,0.87,393,Feasible,1,,,3441.97,830391.8,77,100.0,1084929.83,85,100.0,2832813.62,115,49.6,1744619.68,64,67.98,460038.07,52,79.44
P0951,Highway Expansion,Water Infra,Medium,1572735,94,80,94,1.34,0.65,169,Feasible,2,,,730.67,210493.79,27,97.84,282760.98,37,100.0,626188.74,53,48.33,349885.46,30,63.85,103406.03,23,79.11
P0952,Dam Reinforcement,Bridge,Low,3000609,59,39,53,8.14,0.65,464,Feasible,1,,,636.54,206463.92,40,31.03,707309.69,112,67.23,1262592.42,176,54.29,378510.14,64,26.05,445732.83,71,16.4
P0953,Dam Reinforcement,Road,Low,1912826,85,41,52,6.06,0.89,296,Borderline,1,,,4103.28,440936.05,106,68.03,319383.09,53,56.27,506364.67,58,34.3,232021.41,38,26.63,414120.79,41,19.76
P0954,Urban Flyover,Building,Low,3697143,58,33,45,9.5,0.65,525,Feasible,1,,,1484.75,172168.2,44,26.59,537943.07,62,54.93,1162637.6,92,27.6,944023.15,150,36.88,880370.97,177,18.99
P0955,Smart Solar Grid,Water Infra,Low,1862522,76,47,85,3.4,0.78,420,Feasible,1,,,924.95,263413.85,69,56.22,343995.08,87,61.08,660837.33,143,32.14,449669.53,66,35.65,144606.21,56,49.92
P0956,Industrial Complex,Power Plant,High,1803692,83,65,82,1.08,0.62,564,Borderline,3,,,229.62,151233.13,81,52.11,182231.96,89,70.14,290088.22,93,44.11,992648.02,207,84.16,187490.67,94,74.48
P0957,Highway Expansion,Power Plant,High,2161157,50,54,60,5.07,0.91,346,Feasible,3,,,341.87,172616.57,34,41.3,250560.81,52,58.21,325858.41,57,38.59,1186490.56,141,68.79,225630.65,62,63.11
P0958,Smart Solar Grid,Bridge,Medium,2314532,81,65,77,0.86,0.56,246,Not Feasible,2,,,475.7,172476.8,26,47.17,607553.4,59,100.0,913522.22,99,100.0,269339.97,32,41.57,351639.62,30,23.52
P0959,Industrial Complex,Building,Medium,1421240,74,96,98,9.7,0.91,468,Not Feasible,2,,,533.82,100088.45,43,79.05,165477.19,67,100.0,332179.31,88,70.21,469232.11,107,100.0,354262.95,163,48.88
P0960,Dam Reinforcement,Water Infra,High,4859744,78,38,29,0.39,0.8,140,Feasible,3,,,2146.16,673397.5,25,44.74,893354.19,35,55.36,2025663.91,41,23.4,995454.87,22,29.55,271873.52,17,36.95
P0961,Dam Reinforcement,Bridge,Medium,1944789,56,90,34,7.54,0.59,318,Feasible,2,,,323.78,118340.5,29,62.07,364011.56,78,100.0,906537.67,120,100.0,304095.51,43,60.48,251803.76,49,36.49
P0962,Urban Flyover,Road,High,4107092,98,82,61,5.25,0.77,308,Not Feasible,3,,,6406.95,1019996.04,99,100.0,695260.17,51,100.0,987285.46,70,72.21,440199.28,45,44.15,964351.05,43,48.94
P0963,Urban Flyover,Building,High,3213573,52,47,76,3.69,0.64,451,Feasible,3,,,1296.82,178430.96,32,40.94,425268.85,56,76.35,890083.08,77,29.8,908825.44,112,59.64,810964.67,174,28.26
P0964,Highway Expansion,Road,Medium,1525893,69,72,36,0.66,0.66,539,Borderline,2,,,2216.39,313635.03,203,100.0,262330.37,90,89.72,413976.13,113,66.45,196606.16,71,37.24,339345.31,62,39.69
P0965,Smart Solar Grid,Road,Medium,3255363,69,64,79,6.22,0.68,271,Feasible,2,,,7461.58,686677.79,95,100.0,583016.53,49,85.68,882684.07,59,55.09,393240.88,36,31.54,709743.72,32,40.34
P0966,Smart Solar Grid,Power Plant,High,6188957,79,92,28,5.85,0.53,279,Feasible,3,,,844.9,508012.1,31,79.25,799358.52,59,99.61,1015135.99,49,59.48,3081822.66,107,100.0,784627.73,33,100.0
P0967,Industrial Complex,Water Infra,High,5381514,84,33,55,2.81,0.99,466,Feasible,3,,,2246.8,653617.39,83,39.07,921834.25,100,43.7,1965362.73,142,22.23,1356300.42,78,27.3,484399.2,63,32.69
P0968,Highway Expansion,Bridge,High,6056861,84,70,92,9.1,0.52,599,Feasible,3,,,1182.82,414591.43,40,50.18,1489502.79,170,100.0,2465937.26,237,100.0,797604.07,74,46.3,889225.46,78,22.96
P0969,Urban Flyover,Road,High,5148887,98,74,99,3.04,0.83,562,Not Feasible,3,,,12352.32,1379411.06,200,100.0,813146.1,100,95.73,1353082.61,132,63.17,521765.21,63,43.27,1081482.02,68,35.9
P0970,Highway Expansion,Road,High,2207094,88,79,55,4.5,0.69,215,Feasible,3,,,6159.34,542944.61,68,100.0,394944.69,35,100.0,539356.81,53,64.96,276185.59,31,39.21,453662.3,28,42.75
P0971,Dam Reinforcement,Bridge,Medium,3221192,76,57,67,5.44,0.82,471,Feasible,2,,,678.61,236848.08,27,42.22,810816.78,145,94.93,1376603.67,184,86.5,366619.79,65,37.0,430303.69,51,24.35
P0972,Urban Flyover,Building,Medium,1668406,75,71,70,1.0,0.68,593,Feasible,2,,,787.34,80860.54,52,65.44,246568.39,85,100.0,401466.88,110,53.05,636760.87,148,80.15,302749.32,198,40.18
P0973,Smart Solar Grid,Bridge,Medium,4668866,63,98,89,9.32,0.84,194,Not Feasible,2,,,755.26,299014.4,21,75.73,1142697.59,47,100.0,1942873.81,72,100.0,651712.82,30,63.65,632567.38,24,42.76
P0974,Urban Flyover,Bridge,High,5612338,66,30,93,3.75,0.86,485,Borderline,3,,,930.37,462395.74,42,24.59,1278817.65,111,49.45,2304874.21,206,45.54,838545.3,71,18.74,727705.1,54,11.67
P0975,Dam Reinforcement,Water Infra,Low,3853406,67,68,99,0.81,0.85,201,Not Feasible,1,,,1674.47,425534.76,35,81.42,703113.88,45,92.31,1435865.63,64,43.24,940029.09,35,51.7,348862.63,21,71.32
P0976,Urban Flyover,Power Plant,Medium,2033255,94,46,87,3.87,0.56,247,Feasible,2,,,301.67,140371.82,28,33.83,240120.22,53,50.83,406633.12,44,29.18,1016841.47,91,60.39,229288.37,31,55.76
P0977,Smart Solar Grid,Road,Low,5989847,78,64,41,6.0,0.83,478,Feasible,1,,,17515.9,1521467.72,173,100.0,850619.21,84,84.26,1489387.03,111,52.11,786178.04,54,39.13,1342195.0,56,34.53
P0978,Dam Reinforcement,Power Plant,Medium,4052766,69,75,96,5.14,0.64,252,Feasible,2,,,665.75,351928.44,36,58.57,449924.73,44,81.42,710690.15,47,50.59,1966631.53,77,100.0,573591.14,48,84.41
P0979,Industrial Complex,Building,Low,1540677,76,71,99,6.95,0.51,519,Not Feasible,1,,,490.86,54395.31,49,67.2,187222.34,73,100.0,374917.23,89,45.63,528245.64,155,78.56,395896.48,154,46.18
P0980,Highway Expansion,Road,Medium,6889345,67,68,25,0.55,0.71,258,Feasible,2,,,14730.28,1923658.16,87,100.0,1040734.93,43,85.73,1681656.92,59,61.11,679695.96,34,41.7,1563599.02,35,40.15
P0981,Industrial Complex,Power Plant,Medium,4094235,53,78,45,2.85,0.72,365,Feasible,2,,,468.7,220799.53,58,67.28,545124.33,68,84.02,674378.54,62,51.53,2187248.34,134,98.29,466684.25,43,88.88
P0982,Dam Reinforcement,Building,Medium,6926986,50,91,94,8.19,0.73,410,Feasible,2,,,2317.33,359634.56,35,77.41,809545.28,55,100.0,2015734.24,82,70.87,2387127.73,113,100.0,1354944.19,124,57.01
P0983,Dam Reinforcement,Water Infra,Low,2171459,99,67,22,0.8,0.85,231,Borderline,1,,,972.32,279192.48,38,73.72,391384.15,50,88.57,861585.8,70,48.21,444549.18,41,54.92,194747.39,32,69.58
P0984,Dam Reinforcement,Building,Low,6986126,50,52,71,8.55,0.65,322,Feasible,1,,,2308.85,434334.66,32,48.27,1068643.19,45,82.19,2155628.32,80,34.06,1885790.6,72,65.9,1441729.22,93,29.57
P0985,Smart Solar Grid,Power Plant,Medium,3859653,75,51,93,0.92,0.66,289,Feasible,2,,,530.15,324840.62,30,39.78,442568.16,46,56.8,629738.65,48,29.86,1964620.48,116,70.2,497885.08,50,58.36
P0986,Dam Reinforcement,Bridge,Medium,2966197,94,33,79,8.34,0.53,206,Feasible,2,,,473.33,228001.96,12,25.62,736398.83,68,58.05,1218322.91,74,50.45,362368.04,28,20.25,421105.27,24,10.63
P0987,Highway Expansion,Road,Medium,1387952,69,78,82,3.61,0.84,238,Feasible,2,,,2000.97,380252.46,82,100.0,215797.35,36,100.0,346038.99,58,69.16,162210.56,27,42.26,283652.65,35,47.8
P0988,Smart Solar Grid,Water Infra,Low,3209373,72,88,84,6.12,0.78,217,Not Feasible,1,,,1769.77,377428.68,34,99.22,624258.26,54,100.0,1307266.15,62,59.37,674529.51,37,77.2,225890.39,30,90.44
P0989,Dam Reinforcement,Power Plant,High,5147703,59,97,71,1.53,0.67,359,Feasible,3,,,587.7,464207.64,54,72.44,583869.61,62,100.0,888268.28,58,61.12,2516599.34,117,100.0,694758.13,68,100.0
P0990,Smart Solar Grid,Water Infra,Low,2030117,60,31,95,0.66,0.85,456,Feasible,1,,,817.25,237414.02,70,37.59,319572.3,101,42.29,856163.88,154,17.89,418535.25,80,25.62,198431.54,52,31.62
P0991,Highway Expansion,Building,High,3896818,90,78,33,2.16,0.77,257,Not Feasible,3,,,1545.26,210896.12,18,73.05,447886.37,38,100.0,1233171.96,46,61.69,1367990.17,63,88.54,636873.38,91,35.13
P0992,Highway Expansion,Power Plant,High,3357821,90,60,91,1.28,0.73,201,Borderline,3,,,380.92,278086.41,31,48.89,350866.33,40,67.63,626286.83,33,37.33,1749970.93,67,82.37,352610.5,30,63.77
P0993,Smart Solar Grid,Bridge,Medium,1525134,54,69,87,3.12,0.76,355,Not Feasible,2,,,305.83,121304.3,23,50.88,396720.52,105,100.0,638015.31,137,100.0,191135.43,48,48.95,177958.44,41,27.46
P0994,Urban Flyover,Bridge,Low,6584263,50,77,47,5.14,0.82,255,Feasible,1,,,1322.44,480875.71,24,55.78,1707233.22,69,100.0,2734648.55,96,100.0,734183.66,34,55.14,927321.87,32,23.53
P0995,Industrial Complex,Bridge,Low,1244761,66,80,90,5.89,0.83,401,Feasible,1,,,267.77,77504.89,39,54.91,316529.67,100,100.0,537979.21,135,100.0,153812.59,62,53.39,158934.63,64,33.66
P0996,Dam Reinforcement,Bridge,High,3930098,71,72,29,7.9,0.64,122,Not Feasible,3,,,688.11,267040.97,11,52.4,901127.62,33,100.0,1694771.7,44,100.0,449375.98,17,53.27,617781.73,18,23.0
P0997,Industrial Complex,Road,High,3971820,83,84,76,6.56,0.57,178,Not Feasible,3,,,6510.3,1060911.6,55,100.0,576678.33,35,100.0,1084320.44,45,67.31,446967.32,18,51.09,802942.3,25,48.42
P0998,Highway Expansion,Water Infra,High,6141913,94,78,85,6.09,0.58,235,Not Feasible,3,,,2651.4,816428.6,43,93.29,1235183.35,49,100.0,2410390.4,77,47.7,1053034.57,44,67.51,626876.08,23,77.63
P0999,Industrial Complex,Power Plant,Low,1064323,90,86,69,4.12,0.82,591,Feasible,1,,,155.24,98498.63,80,72.24,121194.59,115,96.93,197624.3,94,58.06,495091.93,228,100.0,151913.55,74,92.32
P1000,Urban Flyover,Bridge,Low,2237715,78,44,33,4.74,0.94,250,Feasible,1,,,493.18,172050.78,24,31.08,474841.94,58,74.6,1022640.57,102,65.02,301407.17,35,30.96,266774.54,32,18.33
P1001,Industrial Complex,Road,Low,1954480,53,56,35,4.15,0.7,541,Borderline,1,,,4198.67,395282.53,194,96.81,319202.55,96,77.54,525003.62,126,45.0,270848.81,67,33.53,444142.49,57,27.12
P1002,Industrial Complex,Bridge,Low,3332811,54,97,73,8.42,0.58,505,Feasible,1,,,575.92,202582.22,27,81.59,829593.03,143,100.0,1496401.86,198,100.0,367205.78,67,55.72,437028.12,69,36.41
P1003,Highway Expansion,Bridge,Low,1854016,60,93,62,2.3,0.88,520,Feasible,1,,,358.01,139438.85,39,65.7,421992.38,145,100.0,786396.63,204,100.0,240355.76,59,70.33,265832.38,73,30.19
P1004,Highway Expansion,Building,Medium,6347417,70,59,61,0.06,0.92,320,Not Feasible,2,,,2928.91,486610.5,30,47.51,975435.11,49,98.39,2080568.95,79,51.89,1586800.93,79,73.72,1218001.52,84,23.48
P1005,Dam Reinforcement,Power Plant,High,1864909,84,65,41,6.51,0.94,411,Feasible,3,,,209.81,101250.71,57,53.84,251408.9,72,72.06,342685.3,74,39.62,944381.91,155,85.43,225182.17,53,74.06
P1006,Smart Solar Grid,Water Infra,Low,6809701,61,96,87,2.02,0.8,461,Feasible,1,,,2833.67,860984.46,85,100.0,1129136.8,99,100.0,2819379.97,122,51.23,1577231.67,85,90.27,422968.09,70,86.64
P1007,Dam Reinforcement,Building,Medium,5982564,75,78,38,8.9,0.93,598,Feasible,2,,,2756.61,254521.06,42,76.44,750421.21,88,100.0,1725560.33,136,46.53,1961939.88,165,84.02,1290121.53,166,49.58
P1008,Highway Expansion,Building,Medium,2050493,68,84,85,8.59,0.51,217,Feasible,2,,,706.61,143207.92,14,69.04,247971.25,24,100.0,613539.66,52,67.23,521642.77,62,100.0,524131.4,64,52.73
P1009,Dam Reinforcement,Water Infra,Medium,1282762,94,85,58,0.77,0.55,335,Feasible,2,,,599.53,148162.63,56,98.14,225124.33,72,100.0,518679.59,111,54.16,256552.93,54,70.47,134242.53,42,89.67
P1010,Industrial Complex,Bridge,Low,2605118,56,97,92,1.06,0.55,243,Not Feasible,1,,,573.65,178518.82,23,67.28,519580.43,67,100.0,1272248.99,88,100.0,323701.29,39,57.54,311068.47,27,44.43
P1011,Industrial Complex,Bridge,Low,3883427,96,73,38,4.95,0.86,192,Feasible,1,,,860.83,306656.54,17,62.02,809556.54,59,100.0,1690353.46,66,100.0,506285.36,27,43.32,570575.1,24,23.66
P1012,Highway Expansion,Power Plant,High,2416012,56,60,35,6.09,0.53,485,Feasible,3,,,347.12,168609.14,69,48.41,288016.11,97,65.32,432907.95,87,42.24,1256439.4,153,78.22,270039.39,79,65.81
P1013,Highway Expansion,Bridge,High,6752810,75,87,73,2.75,0.75,497,Feasible,3,,,1072.77,481715.65,38,70.17,1843205.71,129,100.0,2791273.42,200,100.0,796201.42,62,61.99,840413.8,68,37.34
P1014,Dam Reinforcement,Building,Low,1571650,89,82,44,7.17,0.74,249,Borderline,1,,,494.09,84267.21,17,75.11,212289.14,30,100.0,393970.44,55,66.89,486141.46,70,92.78,394981.75,77,46.08
P1015,Dam Reinforcement,Building,High,5476576,54,52,37,5.95,0.66,588,Feasible,3,,,1918.66,310061.89,47,49.56,640830.96,74,88.46,1541826.64,132,41.78,1868132.55,163,51.92,1115723.97,172,28.29
P1016,Industrial Complex,Building,Medium,1385925,70,57,42,3.25,0.94,537,Feasible,2,,,445.83,82927.46,50,51.6,161332.39,60,89.86,405184.72,115,41.83,433885.55,141,71.02,302594.88,171,30.69
P1017,Smart Solar Grid,Water Infra,Medium,3863793,63,45,30,0.25,0.59,146,Feasible,2,,,1662.95,444490.2,26,53.23,680439.77,34,61.06,1464503.23,38,26.98,878678.58,26,40.5,395681.23,21,43.23
P1018,Smart Solar Grid,Bridge,Low,5909047,53,66,58,7.5,0.68,284,Borderline,1,,,977.16,364879.37,28,53.33,1394420.64,83,100.0,2609805.39,100,97.82,670754.02,37,40.86,869187.57,36,24.74
P1019,Highway Expansion,Bridge,Medium,4757974,72,50,87,2.15,0.89,574,Feasible,2,,,735.55,283475.7,52,41.61,1029817.12,177,81.0,2262051.83,194,77.63,604440.17,74,27.83,578189.17,76,21.94
P1020,Dam Reinforcement,Bridge,Medium,1403081,91,46,44,8.34,0.52,525,Feasible,2,,,293.57,90921.21,40,38.04,264196.52,136,80.07,671767.52,202,65.4,193113.97,77,28.84,183081.77,69,17.66
P1021,Smart Solar Grid,Bridge,High,3399105,69,66,82,4.2,0.84,187,Borderline,3,,,550.8,205870.75,18,53.22,728158.41,55,100.0,1603128.55,64,98.07,475859.4,27,42.2,386087.88,23,25.29
P1022,Dam Reinforcement,Power Plant,Low,1378892,64,48,49,5.77,0.91,133,Feasible,1,,,222.12,116229.42,15,39.43,160081.34,26,53.87,243279.56,26,28.9,687352.91,45,63.31,171948.76,21,54.5
P1023,Urban Flyover,Power Plant,High,5199591,99,59,64,8.73,0.97,217,Not Feasible,3,,,699.93,253230.14,26,47.96,672339.21,34,64.72,817963.19,38,38.56,2808475.9,88,73.22,647582.57,31,70.54
P1024,Industrial Complex,Building,Medium,6500545,94,74,80,8.64,0.94,398,Feasible,2,,,2977.19,467065.61,39,64.59,1006428.64,46,100.0,1683464.85,66,52.5,1737163.22,106,89.24,1606422.69,140,37.9
P1025,Dam Reinforcement,Building,Low,4154240,78,47,70,3.72,0.66,547,Not Feasible,1,,,1909.74,184451.6,27,40.8,677227.23,71,81.96,923622.09,129,29.72,1516176.76,156,54.85,852762.32,164,27.67
